-2.622383210306905577e-01,-5.791542881512076191e-01,1.681672016862544028e-01,-2.099147616739893002e-02,4.289462959505601081e-01
1.187490933421548656e+00,8.382921039725269585e-01,6.723876503480123112e+00,-9.119011032447983389e-01,1.110668786885055770e+00
1.496873828562828024e+00,-1.065545033581877687e+00,3.335668971407914074e-01,-1.356919099779516635e+00,-5.346501617108587734e-01
1.313505152006715138e+00,-2.775408523609883549e-01,-4.268826176496621772e-01,2.896737512283806271e-01,-1.853951168805989536e-01
2.268978846614401815e-02,9.198165936581025326e-01,-3.783192921178131773e-01,-1.415846478495688676e-01,-1.379968424959094331e-01
6.998823966121693330e-01,2.438411522146961274e-01,-2.198108162987006120e-01,-4.404668470857170948e-01,4.454120559826741377e-01
3.231790402112361349e+00,-1.866650729286818411e+00,-5.294852957697594731e-02,-2.719232286097110832e-02,8.097268312966163784e-01
-9.046192233853501963e-02,2.920772731350891258e-02,-1.815360420839899624e-01,1.733927057241279809e-02,-5.111223680990703566e-02
-4.770891951846763512e-01,6.067519556638256706e-01,-5.769861633001703849e-01,-5.607038549323061227e-01,6.336212386707669175e-01
2.102727441977031153e-01,4.005650704281243056e-03,6.435355627811085721e-01,2.876121682748419839e-01,-3.176990279799852268e-01
-5.235055725353418010e-01,1.956529827633121665e-01,1.534337964786630371e-01,9.844645691661435549e-01,1.148689714823426078e+00
-6.380962447676743476e-01,2.938084029583502232e+00,1.330872401739887634e+00,1.879785641483567860e+00,-8.662773678657520460e-02
-2.090641503424641279e+00,6.221094252878485442e-02,-1.304607386263777924e+00,7.097545981341799592e-01,1.379602105990695993e+00
-1.794608619327880128e-01,-3.217036105209661878e-01,-1.664636432262421861e-01,1.849004762557881765e-01,3.029438811182554869e-01
1.647937992204240309e-01,-5.198543380060543367e-02,-4.443215888734722285e-01,-7.238870327668455174e-01,-4.198721902677917533e-02
3.001502801597689674e-01,5.567696551031532382e-01,-6.260061516070368759e-01,5.236537752021970249e-01,4.515330005744870867e-01
-1.354223107494478606e+00,9.228992251013053760e+00,-1.699083320149195886e-01,-1.491064519586240422e+00,1.681614752910568722e+00
-8.178423845331776743e-02,4.969339476902061015e-01,3.469482465682968142e-01,-6.434109037672948173e-01,6.721500515676062104e-01
7.405897583300671827e-02,3.900103067405082946e-01,5.603166888099651022e-01,-2.186075072411288941e-02,4.754781652759698662e-01
5.496513724685984092e-01,-1.773894725865712285e-01,1.228842875960226011e-02,-1.110024893680687796e-01,5.374156432151317997e-01
-7.596991412342195549e-01,-9.135840443563444380e-01,1.981273541216503675e+00,-5.052356689969302872e-01,4.121375804211303562e-01
-8.289215624266660365e-01,-8.612208786778267067e-01,9.387252504245625628e-01,3.622191442216844692e-02,2.603259476603124178e-01
1.346169095272866656e-01,-4.870100008899303640e-02,-5.188633466538683514e-01,-3.309629192301871171e-03,2.863151525912925877e-01
